-1.844300976082882682e-01,-8.284743431669763791e-02,-2.484767002787398038e-01,-3.321167850874184313e-01,-1.839628524519532071e-01,1.664455176996011698e-01,-2.576945696408798336e-01,-3.993072677880534771e-01,-2.580224365267483888e-01,-2.992573724636045651e-01,-5.298836822520635037e-01,2.366268347285208767e-02,1.324971011378837382e-01,1.379839070106101684e-01,2.974563611346547898e-01,2.562878167686644670e-01
-1.445297527639703983e-01,-4.503401447075611186e-02,-2.326126605512682799e-01,-3.115181853717315930e-01,-1.608032248125678687e-01,9.095228254279447144e-02,-1.729193544384444725e-01,-4.741957542639446688e-01,-2.559530945498645349e-01,-3.843788959671781691e-01,-5.559231562845970975e-01,-2.598674827217702793e-02,8.865085371667594250e-02,1.275353761855126666e-01,2.948263123797807972e-01,1.992474593410204220e-01
-2.682129130909248205e-01,-8.425533009696903330e-02,-3.521341573481514553e-01,-3.738172795215781163e-01,-1.515353388591975381e-01,2.830963342398074012e-01,-3.987795289839424218e-01,-3.206077515393295774e-01,-2.585107457927806052e-01,-1.676220398431508274e-01,-5.478834246250002815e-01,1.273797435017967883e-01,2.444454643544987094e-01,9.067739064269363103e-02,3.619930142981461763e-01,3.935567853449095654e-01
-2.657478908598979173e-01,1.140825374839172374e-02,-2.344482827539717817e-01,-3.227913423717125863e-01,-1.059185493998570232e-01,1.074076233028056770e-01,-2.812394474407279299e-01,-4.792458646680518020e-01,-4.132881696387783466e-01,-3.390869288895878575e-01,-6.409767487038801059e-01,-1.392939378496854154e-02,2.727305907538404295e-01,1.521781493822577103e-01,3.911286663054447943e-01,2.251574170638131478e-01
-2.912397578716097168e-01,-2.745667625867967421e-01,-3.369967899486672747e-01,-3.981106318864577887e-01,-2.666729844506731673e-01,3.557340130081119711e-01,-4.477366109513467030e-01,-3.953288878540642259e-01,-7.452039785520575554e-02,-2.376192289297562321e-01,-5.065550063831586458e-01,1.583354615111381425e-01,-6.504844557154229601e-02,1.140604710797099575e-01,2.212517265542060796e-01,4.318438981194387960e-01
-3.584376499745339784e-01,-1.464022515483228148e-01,-2.959232749975228005e-01,-4.502824145161002933e-01,-6.714935486232387341e-02,-5.887847146195440608e-04,-2.789898000297547642e-01,-3.591238170285003806e-01,-2.729911809947846990e-01,-4.987028098496885664e-01,-7.227737724109325468e-01,-1.303177870675704779e-02,1.982060530098018747e-01,2.375669313886829004e-01,3.187609931775248207e-01,1.136135716038270127e-01
-2.423182716675588988e-01,-1.363820727069031680e-01,-3.090475716359214475e-01,-3.443932172143280845e-01,-1.816785268957505084e-01,2.758025012082535032e-01,-3.795727357630543919e-01,-3.776888083023865472e-01,-2.157946816494126230e-01,-2.378555993122042633e-01,-5.152890217415101448e-01,1.183641958187661436e-01,1.013146221095437421e-01,7.550261354688950211e-02,2.954560649212924495e-01,3.617181837594946603e-01
-6.302680549276419575e-02,-3.698805725654334409e-01,-3.365826609587331819e-01,-3.823696215061688775e-01,-4.368664213727995183e-01,2.557814228728513273e-01,-1.882788022232355918e-01,-6.074636422613031161e-01,2.511092848030151981e-01,-6.626406507730165929e-01,-5.534805611944790815e-01,5.116939000100690499e-02,-5.653157477995581770e-01,2.970789665567367260e-02,5.090173770969182165e-02,3.299396210179327826e-01
-1.757015836317827873e-01,-2.542909546691036748e-01,-2.869629522487116002e-01,-3.623838862579482067e-01,-2.903230274769384445e-01,9.261536494106836770e-02,-1.584947890693750583e-01,-5.339870193000877396e-01,4.050536677016119969e-02,-6.225973027668012527e-01,-5.748857609725939177e-01,-3.721995197877619316e-02,-2.971734238993856136e-01,1.301502649599494688e-01,1.348048469878441458e-01,1.595581883540383716e-01
5.911342059601818605e-02,-4.246484974843496851e-01,-3.959936407087081833e-01,-4.113090183296462810e-01,-5.947247059763733912e-01,2.089901295309735119e-01,3.561967341889819144e-02,-7.790422630008100313e-01,4.820180219330701954e-01,-1.024392953623826097e+00,-6.856101320814163014e-01,-5.844576790808452688e-02,-9.707896042847474760e-01,-2.387946001493799347e-02,-8.454693963733118933e-02,3.019894157109302424e-01
-6.251387158516706621e-02,-5.365240591937213699e-01,-3.987734547332358881e-01,-4.611763220834038668e-01,-5.940473457819134273e-01,3.187950678986300468e-01,-8.972342394878031480e-02,-8.105150407813509483e-01,5.198641661728575780e-01,-9.366096094151814544e-01,-6.330079574019460420e-01,4.529136792319247984e-02,-9.624692028958569123e-01,-6.698640464875771361e-02,-7.531866398328754264e-02,3.213336960488066274e-01
-5.948953134963453487e-02,-4.365259222003449735e-01,-3.160943302775907626e-01,-3.943827712874304336e-01,-4.695610391143755780e-01,2.632848139758242612e-01,-1.581972484754841923e-01,-6.018417166407473706e-01,3.058393019413560565e-01,-6.670710108144048966e-01,-5.291302891061324676e-01,3.781149685924970610e-02,-6.597943410720585877e-01,1.913131760989941060e-02,2.861958443210416148e-02,3.123790517587753945e-01
3.086611038220695921e-02,-4.251687394348833693e-01,-3.379599815151987929e-01,-4.155362531370305201e-01,-5.040440533279902935e-01,2.197593396297057855e-01,-2.876567033829724451e-02,-7.048775036791189441e-01,4.114143144472576230e-01,-8.461883598209506419e-01,-5.847019795866745806e-01,-2.170745182224316505e-02,-7.993145404213640726e-01,1.051380585333399828e-02,-4.395196258143648643e-02,2.739316282669566616e-01
-7.818476046140107605e-02,-6.338837508529771014e-01,-4.116243967329090703e-01,-4.889905818834279216e-01,-5.574856768399019114e-01,3.983890621785416974e-01,-2.748924078591531428e-01,-8.416108594838707102e-01,4.677597230087979230e-01,-7.795222470889571209e-01,-5.933016019328674062e-01,1.406892631713295982e-01,-8.019408142555686236e-01,-3.030470310621000141e-02,3.902681887274335026e-03,3.716933625607488634e-01
